# Tempo	Potencial
4695	94.584
4696	94.4842
4697	92.6233
4698	93.442
4699	93.4075
4700	94.0886
4701	90.9413
4702	85.3718
4703	88.5276
4704	91.3399
4705	94.7966
4706	90.6618
4707	89.222
4708	93.1745
4709	86.2352
4710	84.9588
4711	83.2791
4712	88.0239
4713	83.9558
4714	87.8911
4715	90.409
4716	91.8609
4717	85.3032
4718	84.1705
4719	85.3057
4720	82.7657
4721	80.2296
4722	79.8027
4723	78.7481
4724	82.6112
4725	83.086
4726	87.1804
4727	87.0513
4728	89.5247
4729	90.134
4730	87.1926
4731	87.2088
4732	87.6807
4733	90.0617
4734	90.4571
4735	92.0843
4736	95.9011
4737	94.8366
4738	93.8087
4739	94.9216
4740	98.5985
4741	96.9242
4742	97.3717
4743	99.1121
4744	101.448
4745	103.712
4746	100.776
4747	98.5418
4748	96.6624
4749	92.4383
4750	91.4878
4751	94.1194
4752	91.0506
4753	91.3109
4754	91.2129
4755	92.8582
4756	98.2637
4757	97.1548
4758	94.3676
4759	93.6458
4760	91.9344
4761	88.0108
4762	91.4817
4763	94.4363
4764	87.4278
4765	88.8825
4766	91.1864
4767	91.4742
4768	89.3392
4769	92.2524
4770	92.3445
4771	94.531
4772	90.7605
4773	90.0708
4774	89.2865
4775	85.6065
4776	83.3006
4777	81.458
4778	84.2174
4779	86.467
4780	91.9702
4781	91.7468
4782	91.1776
4783	91.2624
4784	92.4251
4785	89.6826
4786	90.7098
4787	94.7415
4788	94.7059
4789	96.6341
4790	97.3407
4791	99.3774
4792	96.5163
4793	94.8816
4794	93.3532
4795	91.0509
4796	95.2572
4797	95.483
4798	98.8066
4799	100.189
4800	101.49
4801	100.611
4802	97.6742
4803	95.173
4804	93.8381
4805	95.5596
4806	92.9866
4807	92.6908
4808	93.8311
4809	90.8654
4810	91.6441
4811	92.6544
4812	95.834
4813	98.5538
4814	100.055
4815	101.186
4816	100.835
4817	102.12
4818	97.7722
